,тин,махаля,код_махаля,область,район,сектор,coato,region_id,district_id
5579,202586934,ДЎСТОБОД,9311,город Ташкент,Яшнободский район,2,1726290,9,115
5580,202921381,ГУЗАРБОШИ,9147,город Ташкент,Алмазарский район,3,1726280,9,112
5581,310790889,ЭСКИ ШАҲАР,9146,город Ташкент,Алмазарский район,3,1726280,9,112
5582,203302178,ДЕҲҚОНТЎДА,7539,Ферганская область,Бешарыкский район,3,1730215,11,137
5583,203288401,ШОБЕРДИ,7536,Ферганская область,Бешарыкский район,3,1730215,11,137
5584,203264804,ЯНГИ,7535,Ферганская область,Бешарыкский район,3,1730215,11,137
5585,203264724,ГАМБАЙ,7534,Ферганская область,Бешарыкский район,3,1730215,11,137
5586,201976171,ВАТАН,7533,Ферганская область,Бешарыкский район,3,1730215,11,137
5587,203299862,ШОДЛИКОБОД,7532,Ферганская область,Бешарыкский район,3,1730215,11,137
5588,203253248,БАХМАЛ,7531,Ферганская область,Бешарыкский район,3,1730215,11,137
5589,202688008,ИБН СИНО,5398,Сурхандарьинская область,Денауский район,2,1722210,7,89
5590,202687547,СЕБЗОР,5412,Сурхандарьинская область,Денауский район,2,1722210,7,89
5591,202687143,ИСТИҚЛОЛ ЮЛДУЗИ,5410,Сурхандарьинская область,Денауский район,2,1722210,7,89
5592,202687713,ОБОДОН,5408,Сурхандарьинская область,Денауский район,2,1722210,7,89
5593,202687974,НУРЛИ МАНЗИЛ,5407,Сурхандарьинская область,Денауский район,2,1722210,7,89
5594,202687475,ВОДИЙ,5391,Сурхандарьинская область,Денауский район,2,1722210,7,89
5595,202687680,БУЮК ЗАМИН,5389,Сурхандарьинская область,Денауский район,2,1722210,7,89
5596,202687824,ҚИЗИЛЖАР,5401,Сурхандарьинская область,Денауский район,2,1722210,7,89
5597,202687364,ЯНГИОБОД,5388,Сурхандарьинская область,Денауский район,2,1722210,7,89
5598,202687523,МИНОРА,5405,Сурхандарьинская область,Денауский район,2,1722210,7,89
5599,202687809,ЛЎПОН,5404,Сурхандарьинская область,Денауский район,2,1722210,7,89
5600,308616570,ШОДИЁНА,15544,Самаркандская область,Город Самарканд,1,1718401,6,179
5601,202439743,МИНГЧИНОР,9763,Наманганская область,Янги Наманганский район,2,1714367,5,178
5602,201870186,ОРОМГОҲ,3821,Наманганская область,Чартакский район,1,1714236,5,67
5603,203576430,ПАХЛАВОН,5444,Сурхандарьинская область,Узунский район,3,1722221,7,95
5604,203594243,АЛИШЕРОБОД,6593,город Ташкент,Мирзо-Улугбекский район,2,1726269,9,109
5605,203209220,ЧИНГЕЛДИ,6599,город Ташкент,Мирзо-Улугбекский район,2,1726269,9,109
5606,202165064,НОВЗА,9360,город Ташкент,Чиланзарский район,2,1726294,9,117
5607,202688023,ЎРИКЗОР,5380,Сурхандарьинская область,Денауский район,1,1722210,7,89
5608,203781572,ГУЛИСТОН,1652,Бухарская область,Пешкунский район,2,1706240,1,21
5609,202744301,ҒАРМАҚЎРҒОН,5866,Сурхандарьинская область,Шурчинский район,2,1722226,7,97
5610,202938344,ЧЎҚҚАЙМА,6705,Ташкентская область,Паркентский район,4,1727249,10,127
5611,204530661,ҲАЙДАРОБОД,7872,Ферганская область,Узбекистанский район,3,1730230,11,143
5612,203712775,ТЕМИР ЖОЛ ГУЗАРИ,303,Республика Каракалпакстан,Чимбайский район,2,1735240,13,172
5613,203695884,ЯНГИ ТУРМУШ,1631,Бухарская область,Каракульский район,4,1706230,1,19
5614,202890350,ИФТИХОР,5948,Сырдарьинская область,Баяутский район,1,1724212,8,99
5615,202630064,БЕШЧИНОР,9367,город Ташкент,Чиланзарский район,3,1726294,9,117
5616,204960713,КИМ ПЕН ХВА,6737,Ташкентская область,Уртачирчикский район,1,1727253,10,129
5617,202681871,ЙЕР МАСЖИД,3635,Наманганская область,Туракурганский район,4,1714224,5,64
5618,202910768,ҚЎҚОН ҚИШЛОҚ,1212,Андижанская область,Пахтаабадский район,4,1703232,0,12
5619,202770326,ЕЛАТАН,3429,Наманганская область,Наманганский район,3,1714212,5,61
5620,202773733,ЎЗБЕКИСТОН,7059,Ташкентская область,Город Алмалык,2,1727404,10,176
5621,303840796,АРАБЛАР,8456,Хорезмская область,Ургенчский район,1,1733217,12,151
5622,303131071,ЎЗБЕК,7567,Ферганская область,Кувинский район,1,1730218,11,138
5623,202809266,ТИКЛАНИШ,10569,Кашкадарьинская область,Город Шахрисабз,4,1710405,3,193
5624,207124000,ПАСТКИ СУЛОҚЛИ,2007,Джизакская область,Шароф Рашидовский район,2,1708212,2,28
5625,304974914,БОҒЧА ОВУЛ,6326,Ташкентская область,Бостанлыкский район,3,1727224,10,121
5626,202770129,ГУЛОБОД,3969,Наманганская область,Давлатабадский район,1,1714365,5,180
5627,202796356,МУСТАҚИЛЛИКНИНГ БЕШ ЙИЛЛИГИ,4007,Наманганская область,Янги Наманганский район,2,1714367,5,178
5628,201931734,НАВБАХОР,9713,Наманганская область,Давлатабадский район,1,1714365,5,180
5629,203700893,З.М.БОБУР,907,Андижанская область,Кургантепинский район,1,1703220,0,8
5630,203891000,МУСТАҚИЛЛИК,916,Андижанская область,Кургантепинский район,4,1703220,0,8
5631,203660690,ИТТИФОҚ,9669,Андижанская область,Жалакудукский район,4,1703211,0,5
5632,310215059,ЯШНОБОД,15898,Республика Каракалпакстан,Турткульский район,1,1735233,13,170
5633,310217854,НУРАТА,15899,Республика Каракалпакстан,Турткульский район,3,1735233,13,170
5634,310218140,ИСБИЛЕРМЕНЛЕР АЙМАҒИ,15900,Республика Каракалпакстан,Город Нукус,1,1735401,13,186
5635,310219488,ТЎРТ ДЕВОР,15901,Республика Каракалпакстан,Елликкалинский район,3,1735250,13,194
5636,310219495,БУРГУТҚАЛъА,15902,Республика Каракалпакстан,Елликкалинский район,1,1735250,13,194
5637,310220734,БАЗИРГАН,15903,Республика Каракалпакстан,Турткульский район,2,1735233,13,170
5638,310220916,ШАДЛИ АШИЛ,15904,Республика Каракалпакстан,Город Нукус,4,1735401,13,186
5639,310221234,БАҲОР,15905,Республика Каракалпакстан,Турткульский район,1,1735233,13,170
5640,310223950,ЯНГИ ҲАЁТ,15906,Республика Каракалпакстан,Турткульский район,1,1735233,13,170
5641,310224808,ЯККАТОЛ,15907,Республика Каракалпакстан,Турткульский район,4,1735233,13,170
5642,310231292,БАРҲАЁТ,15908,Республика Каракалпакстан,Елликкалинский район,3,1735250,13,194
5643,310245156,ИНОҚЛИК,15909,Сырдарьинская область,Гулистанский район,3,1724220,8,101
5644,310247153,УЗУНБУЛОҚ,15910,Джизакская область,Галляаральский район,2,1708209,2,27
5645,310247328,ЯШНАОБОД,15911,Джизакская область,Галляаральский район,3,1708209,2,27
5646,310248935,НАХРОЧ,15912,Джизакская область,Галляаральский район,3,1708209,2,27
5647,310249221,ЎЗБЕКИСТОН,15913,Джизакская область,Галляаральский район,3,1708209,2,27
5648,310249657,ҚАНГЛИ,15914,Джизакская область,Галляаральский район,4,1708209,2,27
5649,310250602,НУРАФШОН,15915,Джизакская область,Галляаральский район,1,1708209,2,27
5650,310352997,ҚАЛҚОН,15916,город Ташкент,Яшнободский район,1,1726290,9,115
5651,310367219,ВАТАНПАРВАР,15917,Джизакская область,Бахмальский район,2,1708204,2,26
5652,310444304,ЯНГИ ҲАЁТ,15918,Ташкентская область,Ташкентский район,4,1727265,10,132
5653,310525733,ЎРИКЗОР ,15919,Ташкентская область,Ташкентский район,4,1727265,10,132
5654,203054660,САРÍ АЛТÍН АШÍЛ,9900,Республика Каракалпакстан,Канлыкульский район,3,1735218,13,165
5655,207336797,БОҒИБЎСТОН,15530,Ферганская область,Учкуприкский район,1,1730221,11,139
5656,207336765,АНХОР БЎЙИ,15531,Ферганская область,Учкуприкский район,4,1730221,11,139
5657,207336780,НИХОЛ,15532,Ферганская область,Учкуприкский район,4,1730221,11,139
5658,310216215,НУРЛÍ БОСТАН,15571,Республика Каракалпакстан,Город Нукус,1,1735401,13,186
5659,202156961,ГУЛПОРА,10265,Наманганская область,Город Наманган,4,1714401,5,182
5660,203253294,БЕШСАРИ,15924,Ферганская область,Бешарыкский район,1,1730215,11,137
5661,309277684,ПАСТКИ ВАЛИК,15552,Ферганская область,Город Кувасай,1,1730408,11,189
5662,310642407,БОҒИШАМОЛ,15928,Кашкадарьинская область,Нишанский район,2,1710235,3,45
5663,310633077,ЧАМАН,15929,Кашкадарьинская область,Нишанский район,4,1710235,3,45
5664,202815505,ТЎХТА РОЗИҚОВ,4419,Самаркандская область,Нарпайский район,2,1718218,6,76
5665,202816037,34-ДЎСТЛИК,8137,Ферганская область,Город Фергана,4,1730401,11,187
5666,202825571,ЖАНАБАЗАР,10622,Республика Каракалпакстан,Кегейлийский район,2,1735212,13,163
5667,202912789,ЮНУСОБОД,10668,город Ташкент,Юнусабадский район,4,1726266,9,108
5668,202913028,БЕКОБОД,10601,город Ташкент,Учтепинский район,4,1726262,9,106
5669,202914176,ЖАРБУЛОҚ,10603,город Ташкент,Учтепинский район,4,1726262,9,106
5670,202918510,АЙРИОТА,6994,Ташкентская область,Ташкентский район,2,1727265,10,132
5671,202918677,ҲАСАНБОЙ,7014,Ташкентская область,Ташкентский район,3,1727265,10,132
5672,202919335,УЗУНБУЛОҚ,1955,Джизакская область,Бахмальский район,4,1708204,2,26
5673,202940138,МАНАС,2036,Джизакская область,Дустликский район,1,1708215,2,29
5674,202944567,УМИД,6926,Ташкентская область,Янгиюльский район,3,1727259,10,131
5675,202946366,ОБИ-ҲАЁТ,9785,Хорезмская область,Город Ургенч,2,1733401,12,199
5676,202948750,ИЛҒОР,5104,Самаркандская область,Город Самарканд,3,1718401,6,179
5677,202950196,БОҒИШАМОЛ,5094,Самаркандская область,Город Самарканд,3,1718401,6,179
5678,203634209,ТИНЧЛИК,7901,Ферганская область,Ферганский район,1,1730233,11,144
5679,203638534,ЯНГИ ЙЎЛ,7957,Ферганская область,Ферганский район,4,1730233,11,144
5680,203644630,МИНГ ТУТ,4980,Самаркандская область,Город Самарканд,1,1718401,6,179
5681,203659327,ЖАРМА,3139,Навоийская область,Нуратинский район,3,1712238,4,55
5682,203683006,ГУЛОБОД,538,Андижанская область,Андижанский район,3,1703203,0,1
5683,203683837,ОРОЛ,542,Андижанская область,Андижанский район,3,1703203,0,1
5684,203691542,ТОЛМОЗОР,504,Андижанская область,Андижанский район,1,1703203,0,1
5685,203712768,ШОРЖАП,313,Республика Каракалпакстан,Чимбайский район,4,1735240,13,172
5686,203766044,БАЙТИШ,6947,Ташкентская область,Янгиюльский район,4,1727259,10,131
5687,203831762,КАТТАПОЛВОН,699,Андижанская область,Жалакудукский район,1,1703211,0,5
5688,203937075,ШАРҚ,5073,Самаркандская область,Город Самарканд,2,1718401,6,179
5689,203942600,НАВОИЙ,3173,Навоийская область,Город Учкудук,2,1712248,4,204
5690,203964368,А.БУТАЙЕВ,5198,Сурхандарьинская область,Алтынсайский район,1,1722201,7,84
5691,203969179,ЎРМОНЧИ,5789,Сурхандарьинская область,Узунский район,3,1722221,7,95
5692,204013860,ЯНГИ АРИҚ,7373,Ферганская область,Куштепинский район,4,1730206,11,134
5693,207062561,ҚЎРҒОНЧА,6178,Ташкентская область,Аккурганский район,2,1727206,10,118
5694,207078944,ЖИНЖАКТЕПА,5485,Сурхандарьинская область,Джаркурганский район,2,1722212,7,90
5695,207096890,АЛЛАНИЯЗ ҚАҲАРМАН,381,Республика Каракалпакстан,Город Нукус,2,1735401,13,186
5696,207109041,ИСОРИ ЎРОҚЛИ,4134,Самаркандская область,Булунгурский район,1,1718206,6,71
5697,207111208,ТУРКМАН,2084,Джизакская область,Зааминский район,4,1708218,2,30
5698,207130184,ҚАНГЛИ,8362,Хорезмская область,Гурленский район,2,1733208,12,149
5699,207134922,ТУРКИСТОН,6798,Ташкентская область,Уртачирчикский район,4,1727253,10,129
5700,207138821,ТУПРОҚҚАЛъА,343,Республика Каракалпакстан,Елликкалинский район,2,1735250,13,194
5701,207140124,ДАРЁ БЎЙИ,4,Республика Каракалпакстан,Амударьинский район,1,1735204,13,159
5702,207142865,ОҚ ТЕПА,6707,Ташкентская область,Паркентский район,4,1727249,10,127
5703,310222730,ЖАСÍЛ БАǴ,15562,Республика Каракалпакстан,Город Нукус,2,1735401,13,186
5704,203345132,МАРТ,15590,Андижанская область,Андижанский район,1,1703203,0,1
5705,202890439,ЖЎЛАНГАР,15596,Сырдарьинская область,Баяутский район,2,1724212,8,99
5706,207149207,НАВРЎЗ,3713,Наманганская область,Учкурганский район,1,1714234,5,66
5707,202875899,ЯНГИ АРҒИН,6637,Ташкентская область,Кибрайский район,3,1727248,10,126
5708,204123320,НУРЛИ ДИЁР,9801,Сурхандарьинская область,Термезский район,2,1722220,7,94
5709,203470231,ИСТИҚЛОЛ,15589,Андижанская область,Андижанский район,1,1703203,0,1
5710,203691510,МИРОБОД,15591,Андижанская область,Андижанский район,1,1703203,0,1
5711,202673461,ТОШКЕНТ,15594,Наманганская область,Туракурганский район,3,1714224,5,64
5712,202132106,А.БЕРУНИЙ,9769,Наманганская область,Янги Наманганский район,2,1714367,5,178
5713,207143982,ХЎЖА - УЧҚУН,6742,город Ташкент,Янгихаётский район,4,1726292,9,183
5714,207140195,БОҒ,19,Республика Каракалпакстан,Амударьинский район,2,1735204,13,159
5715,207147415,СУВТИ,6715,Ташкентская область,Пскентский район,1,1727250,10,128
5716,207158361,ЧАМБИЛ,10797,Кашкадарьинская область,Чиракчинский район,2,1710242,3,48
5717,207160511,ЮҚОРИ БЕШКЕНТ,10872,Кашкадарьинская область,Каршинский район,1,1710224,3,40
5718,207167343,МАШъАЛ,2400,Кашкадарьинская область,Касанский район,1,1710229,3,41
5719,207168777,ВАКИЛЛАР,8699,Хорезмская область,Янгиарыкский район,1,1733233,12,157
5720,207175444,ХЎЖАЛАР ,8709,Хорезмская область,Янгиарыкский район,2,1733233,12,157
5721,207185163,АРБОБЛАР,8724,Хорезмская область,Янгиарыкский район,3,1733233,12,157
5722,207196940,НОНИСАНГИЛ,2029,Джизакская область,Шароф Рашидовский район,4,1708212,2,28
5723,207205682,ИБН СИНО,2334,Кашкадарьинская область,Камашинский район,4,1710220,3,39
5724,207226048,ҲУНАРМАНД,8314,Хорезмская область,Багатский район,2,1733204,12,148
5725,207237414,ОЛМАЧИ,2006,Джизакская область,Шароф Рашидовский район,2,1708212,2,28
5726,207287598,ОРОМ,10707,Наманганская область,Папский район,3,1714219,5,63
5727,207291515,ТИЛЛОКАМАР,5314,Сурхандарьинская область,Байсунский район,3,1722204,7,87
5728,207293987,ХАЙИРЛИ,10918,Наманганская область,Чартакский район,1,1714236,5,67
5729,207294012,ДИЛДОШ,10381,Наманганская область,Чартакский район,4,1714236,5,67
5730,207300479,КУМЁП,10730,Хорезмская область,Хивинский район,3,1733226,12,155
5731,203936385,ЧАҚАР,5058,Самаркандская область,Город Самарканд,2,1718401,6,179
5732,206976041,ШЎРБОЗОР,2701,Кашкадарьинская область,Кукдалинский район,1,1710240,3,47
5733,207147390,ОҚТЕПА,6730,Ташкентская область,Пскентский район,3,1727250,10,128
5734,303870048,ЗУМ,2712,Кашкадарьинская область,Кукдалинский район,3,1710240,3,47
5735,203658676,ГЕС ҚОДИРИЯ,15640,Ташкентская область,Кибрайский район,4,1727248,10,126
5736,308981182,ДУСТЛИК,10994,Кашкадарьинская область,Кукдалинский район,3,1710240,3,47
5737,202935245,НАШРИЗ,325,Республика Каракалпакстан,Шуманайский район,4,1735243,13,173
5738,202676054,ДАШТ,3633,Наманганская область,Туракурганский район,4,1714224,5,64
5739,206058946,ЯНГИ ҚИШЛОҚ,2559,Кашкадарьинская область,Миришкорский район,3,1710233,3,43
5740,203039987,НУРАФШОН,2830,Кашкадарьинская область,Яккабагский район,1,1710250,3,50
5741,303485201,ЧИМБОЙЛИҚ,6304,Ташкентская область,Бостанлыкский район,2,1727224,10,121
5742,205131058,ҚОРОВУЛ,8433,Хорезмская область,Кошкупырский район,4,1733212,12,150
5743,202832517,ХОНЧОРБОГ,4597,Самаркандская область,Пастдаргомский район,3,1718227,6,78
5744,202872128,ТЎХТАСИН АҲМЕДОВ,7677,Ферганская область,Риштанский район,1,1730224,11,140
5745,207147408,ДЎНГҚЎРҒОН,10634,Ташкентская область,Пскентский район,1,1727250,10,128
5746,202770548,РАВНАҚ,3416,Наманганская область,Наманганский район,2,1714212,5,61
5747,305606499,ҚЎРҒОНЧА,10816,Наманганская область,Наманганский район,3,1714212,5,61
5748,202890249,БЕРУНИЙ,5978,Сырдарьинская область,Баяутский район,4,1724212,8,99
5749,202770341,ЮҚОРИ ҒИРВОН,9727,Наманганская область,Давлатабадский район,4,1714365,5,180
5750,202352347,ТАЛИШБЕ,2680,Кашкадарьинская область,Касбинский район,4,1710237,3,46
5751,207205303,ЎЗБЕКИСТОН,2316,Кашкадарьинская область,Камашинский район,2,1710220,3,39
5752,205170421,ОППОҚ,9650,Ташкентская область,Город Нурафшан,3,1727401,10,181
5753,207154652,ОБОД,6670,Ташкентская область,Паркентский район,1,1727249,10,127
5754,207139274,БОҒБОН,6677,Ташкентская область,Паркентский район,2,1727249,10,127
5755,207226166,МАДАНИЯТ,8325,Хорезмская область,Багатский район,3,1733204,12,148
5756,202884516,МУСТАҚИЛЛИК,9118,город Ташкент,Алмазарский район,1,1726280,9,112
5757,202286025,ЯККАТОЛ,611,Андижанская область,Балыкчинский район,3,1703206,0,2
5758,203819902,ОЛТИНСОЙ,940,Андижанская область,Кургантепинский район,3,1703220,0,8
5759,202832707,ҚОРОВУЛТЕПА,4556,Самаркандская область,Пастдаргомский район,2,1718227,6,78
5760,202832564,ОҚ ОЛТИН,4563,Самаркандская область,Пастдаргомский район,2,1718227,6,78
5761,202493354,ОВЧИ,5231,Сурхандарьинская область,Алтынсайский район,3,1722201,7,84
5762,202671346,ҲУНАРМАНДЛАР,5306,Сурхандарьинская область,Байсунский район,2,1722204,7,87
5763,202649822,АНОРЗОР,5659,Сурхандарьинская область,Сариасийский район,1,1722217,7,93
5764,303759681,НИЛУ,5664,Сурхандарьинская область,Сариасийский район,1,1722217,7,93
5765,202855091,ҲУСАЙН БОЙҚАРО,8891,город Ташкент,Бектемирский район,3,1726264,9,107
5766,202911473,АМИР ТЕМУР,6448,Ташкентская область,Зангиатинский район,2,1727237,10,124
5767,202707694,БОДОМЗОР,3503,Наманганская область,Папский район,1,1714219,5,63
5768,202307930,УМИД,9720,Наманганская область,Давлатабадский район,3,1714365,5,180
5769,203819768,БУЮК ТУРОН,911,Андижанская область,Кургантепинский район,2,1703220,0,8
5770,202839482,БОШДАРХОН,4101,Самаркандская область,Акдарьинский район,2,1718203,6,70
5771,202860633,ЗАРАФШОН,4129,Самаркандская область,Акдарьинский район,4,1718203,6,70
5772,202673446,БЕКОБОД,3599,Наманганская область,Туракурганский район,2,1714224,5,64
5773,203636506,ЯККА ТОЛ,5349,Сурхандарьинская область,Музрабадский район,2,1722207,7,88
5774,202666034,МУСТАҚИЛЛИК,5754,Сурхандарьинская область,Узунский район,1,1722221,7,95
5775,202712357,МИРШОДИ,5204,Сурхандарьинская область,Алтынсайский район,1,1722201,7,84
5776,203161860,ЗАБАРДАСТ,15538,город Ташкент,Бектемирский район,1,1726264,9,107
5777,206573433,НУРЛИЙЎЛ,15540,город Ташкент,Бектемирский район,1,1726264,9,107
5778,207158948,УСТОЗЛАР,15542,город Ташкент,Бектемирский район,1,1726264,9,107
5779,202912084,КЕНГМАКОН,15573,город Ташкент,Сергелийский район,1,1726283,9,113
5780,203378234,ДУҒОБ,5394,Сурхандарьинская область,Узунский район,2,1722221,7,95
5781,203793716,НУРЛИ КЕЛАЖАК,5452,Сурхандарьинская область,Узунский район,3,1722221,7,95
5782,202880743,ХУВАЙДО,9740,город Ташкент,Шайхантахурский район,1,1726277,9,111
5783,202886125,ҚИПЧОҚ,463,Андижанская область,Алтынкульский район,3,1703202,0,0
5784,202894148,ИНТИЛИШ,6084,Сырдарьинская область,Сырдарьинский район,3,1724231,8,104
5785,202903024,ДЎСТЛИК,6382,Ташкентская область,Кия-Чирчикский район,1,1727233,10,198
5786,202906724,ЯНГИБОҒ,8924,город Ташкент,Юнусабадский район,2,1726266,9,108
5787,202908910,ШОН-ШУҲРАТ,9109,город Ташкент,Алмазарский район,1,1726280,9,112
5788,202911655,АСИЛ,9633,Ташкентская область,Зангиатинский район,1,1727237,10,124
5789,202911742,ҚАХРАМОН,9623,Ташкентская область,Зангиатинский район,1,1727237,10,124
5790,203234610,6-СОЙ БЎЙИ,8126,Ферганская область,Город Фергана,3,1730401,11,187
5791,203236172,УЗУН,7506,Ферганская область,Бешарыкский район,1,1730215,11,137
5792,203256322,ЯНГИ ЖЕЙНОВ,2528,Кашкадарьинская область,Миришкорский район,1,1710233,3,43
5793,203268513,ҚЎРҒОНЧА,8048,Ферганская область,Язъяванский район,1,1730242,11,147
5794,203340124,НАВОБОД,7753,Ферганская область,Сохский район,2,1730226,11,141
5795,203352021,ЗАРАФШОН,5177,Самаркандская область,Город Каттакурган,2,1718406,6,175
5796,203442186,40-НУРАФШОН,10007,Ферганская область,Город Коканд,4,1730405,11,188
5797,203443969,ЎРТА ХЎЖАСАХАТ,4993,Самаркандская область,Город Самарканд,1,1718401,6,179
5798,203551558,ЎЗБЕКИСТОН,10553,Республика Каракалпакстан,Турткульский район,4,1735233,13,170
5799,203553333,ҚИПЧОҚ ШФЙ,10939,Республика Каракалпакстан,Амударьинский район,1,1735204,13,159
5800,203571256,ЁНБОШҚАЛъА,10520,Республика Каракалпакстан,Турткульский район,1,1735233,13,170
5801,203574932,ҚОРАКЎЛ,10727,Ферганская область,Багдадский район,1,1730209,11,135
5802,203601494,ПАХТАОБОД,10524,Республика Каракалпакстан,Турткульский район,2,1735233,13,170
5803,203605464,ЭСКИ ШАҲАР,5923,Сурхандарьинская область,Город Термез,3,1722401,7,192
5804,205362815,ИСТИҚЛОЛ,3141,Навоийская область,Нуратинский район,3,1712238,4,55
5805,205381697,АЙРОНЧИ,2410,Кашкадарьинская область,Касанский район,2,1710229,3,41
5806,205503543,ҚОРАҚУМ,7566,Ферганская область,Кувинский район,1,1730218,11,138
5807,205525365,ҚОЗОҚҚАЛъА,8682,Хорезмская область,Шаватский район,3,1733230,12,156
5808,205588304,ЖАМИЯТ,1725,Бухарская область,Жондоpский район,1,1706246,1,23
5809,205653326,НАЙМАН,15652,Самаркандская область,Самаркандский район,3,1718233,6,80
5810,205684730,ХАҚИҚАТ,1318,Андижанская область,Город Андижан,3,1703401,0,195
5811,205690352,АҲИЛОБОД,8914,город Ташкент,Юнусабадский район,2,1726266,9,108
5812,205704214,БОҒИБЎСТОН,8961,город Ташкент,Юнусабадский район,4,1726266,9,108
5813,205729024,САЙЁД,2157,Джизакская область,Фаришский район,3,1708235,2,35
5814,205748515,ТОШМАЧИТ,1867,Бухарская область,Город Бухара,3,1706401,1,191
5815,203574971,БОРДОН,7421,Ферганская область,Багдадский район,3,1730209,11,135
5816,207226712,НУРЛИҲАЁТ,8329,Хорезмская область,Багатский район,3,1733204,12,148
5817,202511615,ЖОБУ,5225,Сурхандарьинская область,Алтынсайский район,3,1722201,7,84
5818,207277468,ДЎСТЛИК,9849,Джизакская область,Фаришский район,1,1708235,2,35
5819,202842267,МУСТАҚИЛЛИК,4094,Самаркандская область,Акдарьинский район,1,1718203,6,70
5820,202660139,МЕҲНАТ,5770,Сурхандарьинская область,Узунский район,2,1722221,7,95
5821,202782722,ГАЛАБЕК,3213,Навоийская область,Хатырчинский район,3,1712251,4,58
5822,202829645,КИЧИК КИЛДОН,4150,Самаркандская область,Булунгурский район,2,1718206,6,71
5823,203545421,50-МУСТАҚИЛЛИК,9921,Ферганская область,Город Коканд,4,1730405,11,188
5824,202773844,УВАЙСИЙ,7064,Ташкентская область,Город Алмалык,2,1727404,10,176
5825,207140243,ҚУМ ЁП,9945,Республика Каракалпакстан,Амударьинский район,4,1735204,13,159
5826,202052689,ҚУМЧУҚ,4508,Самаркандская область,Пайарыкский район,4,1718224,6,77
5827,202950093,ХАЗОРА,5146,Самаркандская область,Город Самарканд,3,1718401,6,179
5828,202701497,УЛТАРМА,3537,Наманганская область,Папский район,2,1714219,5,63
5829,202904244,АВИАСОЗЛАР,10557,город Ташкент,Яшнободский район,2,1726290,9,115
5830,202871889,ОҚ ЙЕР,7688,Ферганская область,Риштанский район,2,1730224,11,140
5831,202586664,МАШИНОСОЗЛАР,9309,город Ташкент,Яшнободский район,2,1726290,9,115
5832,202586862,ТАРНОВ БОШИ,9338,город Ташкент,Яшнободский район,4,1726290,9,115
5833,203093677,ГУЛИСТОН,329,Республика Каракалпакстан,Елликкалинский район,1,1735250,13,194
5834,202688774,КАТТА СОВУР,5871,Сурхандарьинская область,Шурчинский район,2,1722226,7,97
5835,203819790,ЖАННАТ БУЛОҚ,912,Андижанская область,Кургантепинский район,2,1703220,0,8
5836,202689299,ХЎЖАНД,3594,Наманганская область,Туракурганский район,1,1714224,5,64
5837,202678479,ҚОРА ҚУДУҚ,9612,Ташкентская область,Букинский район,3,1727228,10,122
5838,202916799,ЯШНОБОД,6545,Ташкентская область,Юкоричирчикский район,3,1727239,10,125
5839,203003139,ҚЎНҒИРОТ,1021,Андижанская область,Асакинский район,4,1703224,0,9
5840,202822995,1-СОН,1269,Андижанская область,Город Андижан,1,1703401,0,195
5841,204737782,ТОШМАЧИТ,3020,Навоийская область,Кызылтепинский район,2,1712216,4,52
5842,202930592,БИРЛАШГАН,6038,Сырдарьинская область,Сардобский район,3,1724226,8,102
5843,201454798,ШАРҚ ЮЛДУЗИ,9532,Джизакская область,Зарбдарский район,4,1708220,2,31
5844,202918297,БУНЁДКОР,6982,Ташкентская область,Ташкентский район,1,1727265,10,132
5845,202640044,НАВРЎЗ,4766,Самаркандская область,Нурабадский район,1,1718235,6,81
5846,207226736,ЎЗБЕКИСТОН,8305,Хорезмская область,Багатский район,1,1733204,12,148
5847,202871674,ХУРРАМОБОД,7671,Ферганская область,Риштанский район,1,1730224,11,140
5848,203683869,ОЙЖАМОЛ,9691,Андижанская область,Андижанский район,3,1703203,0,1
5849,202974539,БИРЛИК,1062,Андижанская область,Мархаматский район,3,1703227,0,10
5850,202430431,НАВРЎЗ,2986,Навоийская область,Канимехский район,1,1712211,4,51
5851,203345156,НАВРЎЗ,498,Андижанская область,Андижанский район,1,1703203,0,1
5852,202679801,МУРОДОБОД,4228,Самаркандская область,Иштыханский район,1,1718212,6,73
5853,206849547,МАРОҚАНДА,4615,Самаркандская область,Пастдаргомский район,4,1718227,6,78
5854,202778457,ОЙИМ,7448,Ферганская область,Бувайдинский район,1,1730212,11,136
5855,202718696,БИРДАМЛИК,963,Андижанская область,Асакинский район,1,1703224,0,9
5856,304927908,ҚУМАРИҚ,7785,Ферганская область,Ташлакский район,2,1730227,11,142
5857,202848915,САҲОВАТ,3417,Наманганская область,Наманганский район,1,1714212,5,61
5858,202701892,БУНЁДКОР,3564,Наманганская область,Папский район,1,1714219,5,63
5859,203552105,ШУВАР,3862,Наманганская область,Чустский район,2,1714237,5,68
5860,202782746,ЯНГИ,3245,Навоийская область,Хатырчинский район,4,1712251,4,58
5861,202910941,ЧОРСУ,1170,Андижанская область,Пахтаабадский район,1,1703232,0,12
5862,202829581,НУРЛИ ЮЛ,4139,Самаркандская область,Булунгурский район,1,1718206,6,71
5863,303062958,ЛАЛМИКОР,4165,Самаркандская область,Булунгурский район,3,1718206,6,71
5864,202486393,ПОЛОСОН,7277,Ферганская область,Алтыарыкский район,1,1730203,11,133
5865,202824494,ГУЛИСТОН,7560,Ферганская область,Кувинский район,1,1730218,11,138
5866,202286175,ЕШОНЧЕК,595,Андижанская область,Балыкчинский район,2,1703206,0,2
